endpoint,methode,famille_payload,code_http,ecriture_partielle,objet_cree_id,verdict,note
/signalements,POST,taille_enorme,200,NA,23,OK,CREATED delta={'signalements': 1} {"ok":true;"id":23;"statut":"nouveau"}
/signalements,POST,unicode,422,non,,OK,{"detail":"Paramètre invalide ou hors bornes."}
/signalements,POST,json_malforme,422,non,,OK,{"detail":[{"type":"json_invalid";"loc":["body";10];"msg":"JSON decode error";"input":{};"ctx":{"error":"Expecting ';' d
/signalements,POST,champ_inconnu,200,NA,24,OK,CREATED delta={'signalements': 1} {"ok":true;"id":24;"statut":"nouveau"}
/feedback,POST,champ_manquant,422,non,,OK,{"detail":[{"type":"missing";"loc":["body";"verdict"];"msg":"Field required";"input":{"idu":"97405000BH0826"}}]}
/feedback,POST,types_faux,422,non,,OK,{"detail":[{"type":"enum";"loc":["body";"verdict"];"msg":"Input should be 'false_positive'; 'good_lead' or 'not_interest
/feedback,POST,unicode,422,non,,OK,{"detail":[{"type":"enum";"loc":["body";"verdict"];"msg":"Input should be 'false_positive'; 'good_lead' or 'not_interest
/feedback,POST,taille_enorme,422,non,,OK,{"detail":[{"type":"enum";"loc":["body";"verdict"];"msg":"Input should be 'false_positive'; 'good_lead' or 'not_interest
/feedback,POST,dup_1,422,non,,OK,{"detail":[{"type":"enum";"loc":["body";"verdict"];"msg":"Input should be 'false_positive'; 'good_lead' or 'not_interest
/feedback,POST,dup_2_identique,422,non,,OK,{"detail":[{"type":"enum";"loc":["body";"verdict"];"msg":"Input should be 'false_positive'; 'good_lead' or 'not_interest
/bilan/params,POST,champ_manquant,422,non,,OK,{"detail":[{"type":"missing";"loc":["body";"param"];"msg":"Field required";"input":{"secteur":"nord"}}]}
/bilan/params,POST,types_faux,422,non,,OK,{"detail":[{"type":"string_type";"loc":["body";"secteur"];"msg":"Input should be a valid string";"input":[1]};{"type":"s
/bilan/params,POST,unicode,422,non,,OK,{"detail":[{"type":"float_parsing";"loc":["body";"value"];"msg":"Input should be a valid number; unable to parse string 
/bilan/params,POST,taille_enorme,422,non,,OK,{"detail":[{"type":"float_parsing";"loc":["body";"value"];"msg":"Input should be a valid number; unable to parse string 
/bilan/params,POST,json_malforme,422,non,,OK,{"detail":[{"type":"json_invalid";"loc":["body";11];"msg":"JSON decode error";"input":{};"ctx":{"error":"Expecting value
/events/searches,POST,champ_manquant,422,non,,OK,{"detail":[{"type":"missing";"loc":["body";"hash"];"msg":"Field required";"input":{"nom":"[GB-TEST]"}}]}
/events/searches,POST,types_faux,422,non,,OK,{"detail":[{"type":"string_type";"loc":["body";"nom"];"msg":"Input should be a valid string";"input":42};{"type":"string
/events/searches,POST,taille_enorme,200,NA,,OK,{"ok":true}
/events/searches,POST,unicode,422,non,,OK,{"detail":"Paramètre invalide ou hors bornes."}
/events/searches/{id},PATCH,introuvable,200,NA,,OK,{"ok":true}
/events/searches/{id},PATCH,champ_manquant,422,non,,OK,{"detail":[{"type":"missing";"loc":["body";"nom"];"msg":"Field required";"input":{}}]}
/events/searches/{id},DELETE,introuvable,200,NA,,OK,{"ok":true}
/events/searches/{id},DELETE,types_faux,422,non,,OK,{"detail":[{"type":"int_parsing";"loc":["path";"sid"];"msg":"Input should be a valid integer; unable to parse string as 
/events/veille-nl,POST,champ_manquant,422,non,,OK,{"detail":[{"type":"missing";"loc":["body";"text"];"msg":"Field required";"input":{}}]}
/events/veille-nl,POST,types_faux,422,non,,OK,{"detail":[{"type":"string_type";"loc":["body";"text"];"msg":"Input should be a valid string";"input":[1;2]}]}
/events/veille-nl,POST,taille_enorme,200,NA,,OK,{"ok":false;"refus":"Je n'ai pas su en tirer une veille déclenchable. Aujourd'hui; une veille vous alerte quand une parc
/events/veille-nl,POST,unicode,200,NA,,OK,{"ok":false;"refus":"Je n'ai pas su en tirer une veille déclenchable. Aujourd'hui; une veille vous alerte quand une parc
/events/watch/{idu},POST,idu_inexistant,404,non,,OK,{"detail":"Parcelle inconnue"}
/events/watch/{idu},POST,unicode,404,non,,OK,{"detail":"Parcelle inconnue"}
/events/watch/{idu},POST,idu_valide,200,NA,,OK,CREATED delta={'watched_parcels': 1} {"watched":true}
/projets/{pid}/ajouter,POST,skip,404,non,,OK,{"detail":"Projet inconnu"}
/projets/{pid}/ajouter,POST,skip,404,non,,OK,{"detail":"Projet inconnu"}
/pipeline/{id},PATCH,types_faux,422,non,,OK,{"detail":[{"type":"string_type";"loc":["body";"status"];"msg":"Input should be a valid string";"inp
/pipeline/{id},PATCH,champ_inconnu,200,NA,,OK,{"ok":true;"entry":{"id":95;"idu":"97405000BH0826";"status":"reperee";"priority":"moyenne";"notes":"
/pipeline/{id},PATCH,taille_enorme,200,NA,,OK,{"ok":true;"entry":{"id":95;"idu":"97405000BH0826";"status":"reperee";"priority":"moyenne";"notes":"
/pipeline/columns/{id},PATCH,types_faux,422,non,,OK,{"detail":[{"type":"string_type";"loc":["body";"label"];"msg":"Input should be a valid string";"inpu
/pipeline/columns/{id},PATCH,taille_enorme,422,non,,OK,{"detail":"Nom de colonne trop long (80 caractères max)."}
/pipeline/columns/{id},DELETE,move_to_faux,422,non,,OK,{"detail":[{"type":"int_parsing";"loc":["body";"move_to"];"msg":"Input should be a valid integer; un
/watch-zones,GET,readback_corruption,200,NA,,OK,relit 551B apres ecritures hostiles
/pipeline,GET,readback_corruption,200,NA,,OK,relit 1049122B apres ecritures hostiles
/pipeline/columns,GET,readback_corruption,200,NA,,OK,relit 1026B apres ecritures hostiles
/filters,GET,readback_corruption,200,NA,,OK,relit 1048671B apres ecritures hostiles
/courrier/demandes,GET,readback_corruption,200,NA,,OK,relit 167B apres ecritures hostiles
/projets,GET,readback_corruption,200,NA,,OK,relit 386B apres ecritures hostiles
# --- FINDINGS ---
# AE-1,POST /watch-zones,geom_invalide,200,GB-026 polygone degenere [[[0,0],[1,1]]] accepte -> watch_zone geom INVALIDE (ST_IsValid=f) stocke; GET readback OK (area=0) donc pas de corruption; manque garde ST_IsValid; severite basse
# AE-2,PATCH /watch-zones/{id},taille_enorme,200,GB-034 nom 1Mo NON tronque au PATCH (create tronque [:120]; update_watch_zone ne tronque pas) -> zone.name=1Mo; GET readback OK; severite basse
# AE-3,PATCH+DELETE /events/searches/{id},introuvable,200,GB-088/GB-090 patch/delete d'un sid inexistant renvoie 200 au lieu de 404 (pas d'IDOR-guard 404); severite basse
# AE-4,POST /pipeline+/filters+/signalements,taille_enorme,200,champs texte non plafonnes (notes 1Mo / params 1Mo / commentaire 1Mo) acceptes; GET readback OK (1049122B pipeline / 1048671B filters) donc pas de corruption; severite basse (DoS-lite)
# --- INVARIANTS: 0x 500, 0x ecriture partielle, 0x corruption readback (tous GET 200) ---
# --- PURGE INVENTORY (compte de test 31 gb-test-ae@labuse.local) ---
# utilisateurs id=31 + comptes id du compte 31 (creer via labuse compte-admin officiel)
# API-DELETE faits (soft): projets id=189 (statut=archive), pipeline_entries id=95 (archived_at set)
# API-DELETE faits (hard): watch_zones id=6,7 SUPPRIMES; crm_columns id=39 SUPPRIME; saved_filters id=1 SUPPRIME
# RESTENT (pas de DELETE API user): signalements id=23,24; courrier_demandes 1 (compte31); watched_parcels 1 (compte31); crm_columns id=31..38 (8 defauts lazy); projet 189+1 parcelle (archive); pipeline 95 (archive)
# PURGE RECOMMANDEE Vic: `labuse compte-supprime gb-test-ae@labuse.local --oui` (cascade utilisateurs/sessions) PUIS DELETE lignes orphelines compte_id=31 (projets/pipeline_entries/crm_columns/courrier_demandes/watched_parcels/signalements)
